"core.id.mrg","X","core.id","Sample.Tree","plot","core.x","core.y","soil.mass","dry.mass","sample.id","soil.dry.mass.conv","nh.con","no.con","nh","no","n.tot","nod.num","nod.bio","NCI","age","nod.size.mg","nod.bio.m2","Nfix.rate","Nfix.rate.se","Nfixd.g.m2","Nfixd.kg.ha","fixNCI","tr.DAP","tr.height","tr.NCI","tr.fixNCI","tr.nh","tr.RH","subplot.ID","tr.Growth","hasnods","logsnf"
"BEJ _T_ 13.3",15,"BEJ_T_13.3","BEJ _ 13","BEJ",17.1507027,99.8525181,5,3.03179994,13.3,0.606359988,1738.162,233.7694,17.1993076825511,2.31317439764841,19.5124820801995,0,0,3285.069138,19,NA,0,0.220193827261768,0.0415067992579731,0,0,2924.531367,9,11.5021366,1514.222374,1193.715298,12.80388661,0.898331651,"BEJ 52",0,"0",0
"BEJ _T_ 14.1",16,"BEJ_T_14.1","BEJ _ 14","BEJ",11.93981024,105.6346387,5.05,2.96445923655,14.1,0.587021631,1442.1485,32.95045,14.5943835106839,0.333454914074116,14.927838424758,0,0,1604.508231,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1182.471874,22.2,17.82825926,1386.841293,1027.991073,12.79879933,1.392963418,"BEJ 52",0.02278002833182,"0",0
"BEJ _T_ 14.2",17,"BEJ_T_14.2","BEJ _ 14","BEJ",12.71200837,106.5781759,5.09,2.98794010179,14.2,0.587021631,2811.442,0,28.2278951808546,0,28.2278951808546,0,0,1642.823886,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1215.889901,22.2,17.82825926,1386.841293,1027.991073,12.79879933,1.392963418,"BEJ 52",0.02278002833182,"0",0
"BEJ _T_ 14.3",18,"BEJ_T_14.3","BEJ _ 14","BEJ",11.85892943,104.4180819,4.89,2.87053577559,14.3,0.587021631,1903.949,46.0053,19.8981913013295,0.48080188086711,20.3789931821966,1,0.0147,1708.599488,19,14.7,2.92447207931358,0.220193827261768,0.0415067992579731,0.643950699864238,6.43950699864238,1297.635488,22.2,17.82825926,1386.841293,1027.991073,12.79879933,1.392963418,"BEJ 52",0.02278002833182,"1",2.00680458302613
"BEJ _T_ 15.1",19,"BEJ_T_15.1","BEJ _ 15","BEJ",19.80057568,109.2306242,4.92,2.97184537596,15.1,0.604033613,2522.1195,0,25.4601351779812,0,25.4601351779812,3,0.003,3985.786852,19,1,0.596831036594608,0.220193827261768,0.0415067992579731,0.131418510176375,1.31418510176375,737.4574423,18.8,16.44619469,1030.438792,375.6227235,11.29970684,1.455453219,"BEJ 59",0.0269558099885283,"1",0.839057617691452
"BEJ _T_ 15.2",20,"BEJ_T_15.2","BEJ _ 15","BEJ",18.67673737,108.7578243,4.99,3.01412772887,15.2,0.604033613,1849.058,2.65035,18.4039115093495,0.0263792735916366,18.4302907829411,0,0,1799.204926,19,NA,0,0.220193827261768,0.0415067992579731,0,0,888.6294998,18.8,16.44619469,1030.438792,375.6227235,11.29970684,1.455453219,"BEJ 59",0.0269558099885283,"0",0
"BEJ _T_ 15.3",21,"BEJ_T_15.3","BEJ _ 15","BEJ",17.48721673,109.0253928,5.13,3.09869243469,15.3,0.604033613,2652.3455,34.23985,25.6786908275265,0.331493209361633,26.0101840368882,1,0.0417,1575.193281,19,41.7,8.29595140866505,0.220193827261768,0.0415067992579731,1.82671729145161,18.2671729145161,1024.866827,18.8,16.44619469,1030.438792,375.6227235,11.29970684,1.455453219,"BEJ 59",0.0269558099885283,"1",2.95840276250496
"BEJ _T_ 16.1",22,"BEJ_T_16.1","BEJ _ 16","BEJ",9.727076051,109.7984618,5.08,2.99467403096,16.1,0.589502762,3260.851,0,32.6665035955984,0,32.6665035955984,2,0.0195,NA,19,9.75,3.87940173786495,0.220193827261768,0.0415067992579731,0.854220316146438,8.54220316146438,NA,30.1,20.66737807,768.2516963,452.8240439,11.8727725,1.740737311,"BEJ 59",0.0441497846129297,"1",2.25572439815466
"BEJ _T_ 16.2",23,"BEJ_T_16.2","BEJ _ 16","BEJ",9.667780021,111.0162615,5.12,3.01825414144,16.2,0.589502762,3054.6705,56.1591,30.3619611555569,0.558194545935817,30.9201557014927,0,0,NA,19,NA,0,0.220193827261768,0.0415067992579731,0,0,NA,30.1,20.66737807,768.2516963,452.8240439,11.8727725,1.740737311,"BEJ 59",0.0441497846129297,"0",0
"BEJ _T_ 16.3",24,"BEJ_T_16.3","BEJ _ 16","BEJ",10.4824219,108.8413803,4.97,2.92982872714,16.3,0.589502762,3164.9475,0,32.4075001792632,0,32.4075001792632,0,0,1259.831658,19,NA,0,0.220193827261768,0.0415067992579731,0,0,938.5330625,30.1,20.66737807,768.2516963,452.8240439,11.8727725,1.740737311,"BEJ 59",0.0441497846129297,"0",0
"BEJ _T_ 17.1",25,"BEJ_T_17.1","BEJ _ 17","BEJ",38.51292373,151.0308281,5.05,3.24099878185,17.1,0.641781937,2247.0265,0,20.7993891813563,0,20.7993891813563,0,0,2621.477921,19,NA,0,0.220193827261768,0.0415067992579731,0,0,119.8861518,13.3,13.90294465,2288.250093,93.69624351,14.27687037,0.973808985,"BEJ 74",0.0383188643021368,"0",0
"BEJ _T_ 17.2",26,"BEJ_T_17.2","BEJ _ 17","BEJ",39.64090291,151.493662,4.92,3.15756713004,17.2,0.641781937,2170.844,4.1009,20.6251576982862,0.0389625920632261,20.6641202903494,0,0,4285.015643,19,NA,0,0.220193827261768,0.0415067992579731,0,0,118.4278662,13.3,13.90294465,2288.250093,93.69624351,14.27687037,0.973808985,"BEJ 74",0.0383188643021368,"0",0
"BEJ _T_ 17.3",27,"BEJ_T_17.3","BEJ _ 17","BEJ",40.82800863,151.2155752,5,3.208909685,17.3,0.641781937,1858.599,0,17.3759860742232,0,17.3759860742232,0,0,NA,19,NA,0,0.220193827261768,0.0415067992579731,0,0,NA,13.3,13.90294465,2288.250093,93.69624351,14.27687037,0.973808985,"BEJ 74",0.0383188643021368,"0",0
"BEJ _T_ 18.1",28,"BEJ_T_18.1","BEJ _ 18","BEJ",38.00177538,143.4493047,4.97,3.51903637176,18.1,0.708055608,1752.535,5.2291,14.9404679138638,0.0445783968756032,14.9850463107394,0,0,2691.158977,19,NA,0,0.220193827261768,0.0415067992579731,0,0,688.887654,7.3,10.39073152,2084.158219,528.9846904,14.24674239,0.729340872,"BEJ 74",0.0277795641070757,"0",0
"BEJ _T_ 18.2",29,"BEJ_T_18.2","BEJ _ 18","BEJ",37.84778136,145.7666384,5.15,3.6464863812,18.2,0.708055608,2128.7155,0,17.5131505575469,0,17.5131505575469,0,0,2525.68586,19,NA,0,0.220193827261768,0.0415067992579731,0,0,507.8387207,7.3,10.39073152,2084.158219,528.9846904,14.24674239,0.729340872,"BEJ 74",0.0277795641070757,"0",0
"BEJ _T_ 18.3",30,"BEJ_T_18.3","BEJ _ 18","BEJ",38.29559856,144.6326137,4.92,3.48363359136,18.3,0.708055608,1699.255,0,14.6334706745374,0,14.6334706745374,0,0,2463.60647,19,NA,0,0.220193827261768,0.0415067992579731,0,0,563.0580673,7.3,10.39073152,2084.158219,528.9846904,14.24674239,0.729340872,"BEJ 74",0.0277795641070757,"0",0
"BEJ _T_ 19.1",31,"BEJ_T_19.1","BEJ _ 19","BEJ",11.84037876,183.995174,4.87,2.88602946898,19.1,0.592613854,2888.8835,147.54295,30.0296673791866,1.53369483838444,31.5633622175711,0,0,2151.440306,19,NA,0,0.220193827261768,0.0415067992579731,0,0,155.4158233,11,12.67888949,1919.386495,145.4684864,13.45704586,0.9421748,"BEJ 92",0.0560894666510436,"0",0
"BEJ _T_ 19.2",32,"BEJ_T_19.2","BEJ _ 19","BEJ",10.84769473,184.7030799,4.91,2.90973402314,19.2,0.592613854,3051.0775,30.6941,31.4572824430269,0.316462945642814,31.7737453886697,0,0,2124.214618,19,NA,0,0.220193827261768,0.0415067992579731,0,0,179.4163785,11,12.67888949,1919.386495,145.4684864,13.45704586,0.9421748,"BEJ 92",0.0560894666510436,"0",0
"BEJ _T_ 19.3",33,"BEJ_T_19.3","BEJ _ 19","BEJ",10.45048832,185.8558068,5.06,2.99862610124,19.3,0.592613854,3411.8935,155.118,34.134567479978,1.55189071357568,35.6864581935536,0,0,2102.496978,19,NA,0,0.220193827261768,0.0415067992579731,0,0,226.5134243,11,12.67888949,1919.386495,145.4684864,13.45704586,0.9421748,"BEJ 92",0.0560894666510436,"0",0
"BEJ _T_ 2.1",34,"BEJ_T_2.1","BEJ _ 2","BEJ",29.94969481,31.32258173,5.08,3.21710150584,2.1,0.633287698,2056.2305,0,19.1746871797548,0,19.1746871797548,0,0,1781.16504,19,NA,0,0.220193827261768,0.0415067992579731,0,0,657.314732,5.4,8.976212763,1763.324594,774.2031326,14.4362627,0.62178231,"BEJ 18",0,"0",0
"BEJ _T_ 2.2",35,"BEJ_T_2.2","BEJ _ 2","BEJ",31.61717549,32.9391391,5.09,3.22343438282,2.2,0.633287698,1330.4965,626.15575,12.3827229779316,5.8275337013581,18.2102566792897,0,0,1587.541578,19,NA,0,0.220193827261768,0.0415067992579731,0,0,617.2900732,5.4,8.976212763,1763.324594,774.2031326,14.4362627,0.62178231,"BEJ 18",0,"0",0
"BEJ _T_ 2.3",36,"BEJ_T_2.3","BEJ _ 2","BEJ",31.04211698,31.86402983,5.11,3.23610013678,2.3,0.633287698,1096.471,131.66125,10.164744170349,1.22055478293394,11.3852989532829,0,0,1758.795912,19,NA,0,0.220193827261768,0.0415067992579731,0,0,667.9586402,5.4,8.976212763,1763.324594,774.2031326,14.4362627,0.62178231,"BEJ 18",0,"0",0
"BEJ _T_ 20.1",37,"BEJ_T_20.1","BEJ _ 20","BEJ",24.41652343,182.2603471,5.11,3.15308619899,20.1,0.617042309,6584.892,0,62.6518742377796,0,62.6518742377796,1,0.017,1608.432461,19,17,3.38204254070278,0.220193827261768,0.0415067992579731,0.744704890999459,7.44704890999459,61.76729602,10.3,12.28062291,1473.91013,10.26096099,11.97132687,1.025836404,"BEJ 93",0.0396091380950456,"1",2.13381713894934
"BEJ _T_ 20.2",38,"BEJ_T_20.2","BEJ _ 20","BEJ",25.01049124,181.1955681,5.01,3.09138196809,20.2,0.617042309,8708.653,0,84.512231971586,0,84.512231971586,0,0,1245.784082,19,NA,0,0.220193827261768,0.0415067992579731,0,0,61.02402702,10.3,12.28062291,1473.91013,10.26096099,11.97132687,1.025836404,"BEJ 93",0.0396091380950456,"0",0
"BEJ _T_ 20.3",39,"BEJ_T_20.3","BEJ _ 20","BEJ",24.8758659,179.9837808,4.91,3.02967773719,20.3,0.617042309,3606.303,0,35.7097682938201,0,35.7097682938201,0,0,1403.574674,19,NA,0,0.220193827261768,0.0415067992579731,0,0,60.87572028,10.3,12.28062291,1473.91013,10.26096099,11.97132687,1.025836404,"BEJ 93",0.0396091380950456,"0",0
"BEJ _T_ 3.1",40,"BEJ_T_3.1","BEJ _ 3","BEJ",15.16195778,48.27185694,5.02,3.0531569469,3.1,0.608198595,1347.843,316.9793,13.2437639804451,3.11460536270671,16.3583693431518,0,0,4591.505489,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1811.260448,24.5,18.70210214,3291.369303,1612.628805,15.01453059,1.245600189,"BEJ 22",0.0289875368732524,"0",0
"BEJ _T_ 3.2",41,"BEJ_T_3.2","BEJ _ 3","BEJ",14.3897881,49.21541734,5.13,3.12005879235,3.2,0.608198595,2018.4685,332.29885,19.4079852432496,3.19512104209147,22.6031062853411,1,0.0098,4583.260225,19,9.8,1.94964805287572,0.220193827261768,0.0415067992579731,0.429300466576159,4.29300466576159,1708.752962,24.5,18.70210214,3291.369303,1612.628805,15.01453059,1.245600189,"BEJ 22",0.0289875368732524,"1",1.66638607437208
"BEJ _T_ 3.3",42,"BEJ_T_3.3","BEJ _ 3","BEJ",14.30894396,50.43197661,4.97,3.02274701715,3.3,0.608198595,4842.7195,251.60385,48.0627668063928,2.49710460623223,50.5598714126251,41,0.3628,3985.458657,19,8.84878048780488,72.1767666921745,0.220193827261768,0.0415067992579731,15.8928784973296,158.928784973296,1959.376181,24.5,18.70210214,3291.369303,1612.628805,15.01453059,1.245600189,"BEJ 22",0.0289875368732524,"1",5.07472862223323
"BEJ _T_ 4.1",43,"BEJ_T_4.1","BEJ _ 4","BEJ",13.8,51.45,4.93,3.228628406,4.1,0.6548942,1291.2445,281.687,11.9980778611783,2.6173993836812,14.6154772448595,0,0,3386.763112,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1700.940328,5.8,9.293026063,4617.288883,1479.446884,14.33994486,0.648051729,"BEJ 22",0,"0",0
"BEJ _T_ 4.2",44,"BEJ_T_4.2","BEJ _ 4","BEJ",14.96122237,51.07836194,4.95,3.24172629,4.2,0.6548942,1574.137,180.3727,14.5675809045556,1.66922821852427,16.2368091230799,1,0.0208,3853.018085,19,20.8,4.13802852038928,0.220193827261768,0.0415067992579731,0.911168337222867,9.11168337222867,2243.031414,5.8,9.293026063,4617.288883,1479.446884,14.33994486,0.648051729,"BEJ 22",0,"1",2.31369152483245
"BEJ _T_ 4.3",45,"BEJ_T_4.3","BEJ _ 4","BEJ",15.69089031,50.10156261,4.99,3.267922058,4.3,0.6548942,1343.2835,905.8102,12.3315379879847,8.31546943828609,20.6470074262708,0,0,4322.556871,19,NA,0,0.220193827261768,0.0415067992579731,0,0,2631.688376,5.8,9.293026063,4617.288883,1479.446884,14.33994486,0.648051729,"BEJ 22",0,"0",0
"BEJ _T_ 5.1",46,"BEJ_T_5.1","BEJ _ 5","BEJ",28.90057568,49.18062417,4.91,3.16446908011,5.1,0.644494721,1483.1435,82.6815,14.0605908522428,0.783842387840231,14.8444332400831,0,0,1605.670568,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1089.550868,21.3,17.47369161,1436.149043,1029.080841,13.82145598,1.264243914,"BEJ 28",0.0480861866676379,"0",0
"BEJ _T_ 5.2",47,"BEJ_T_5.2","BEJ _ 5","BEJ",27.77673737,48.70782433,4.99,3.21602865779,5.2,0.644494721,1316.124,188.28995,12.2771667175169,1.756420449276,14.0335871667929,0,0,1745.99375,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1239.037945,21.3,17.47369161,1436.149043,1029.080841,13.82145598,1.264243914,"BEJ 28",0.0480861866676379,"0",0
"BEJ _T_ 5.3",48,"BEJ_T_5.3","BEJ _ 5","BEJ",26.58721673,48.97539278,5.09,3.28047812989,5.3,0.644494721,1526.559,262.36345,13.9603948530319,2.39931594979538,16.3597108028273,0,0,1963.892831,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1498.484051,21.3,17.47369161,1436.149043,1029.080841,13.82145598,1.264243914,"BEJ 28",0.0480861866676379,"0",0
"BEJ _T_ 6.1",49,"BEJ_T_6.1","BEJ _ 6","BEJ",23.44110563,52.25293589,5,3.1194384,6.1,0.62388768,1242.5755,157.9627,11.9499923447759,1.5191455615857,13.4691379063616,0,0,1741.846902,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1614.287333,22.7,18.02204867,1251.72379,1090.777941,13.36713351,1.348235855,"BEJ 28",0.00441501820911672,"0",0
"BEJ _T_ 6.2",50,"BEJ_T_6.2","BEJ _ 6","BEJ",23.30755919,49.93433396,5.04,3.1443939072,6.2,0.62388768,2280.6325,122.9004,21.7590343383299,1.1725668312604,22.9316011695903,0,0,1715.240515,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1530.950944,22.7,18.02204867,1251.72379,1090.777941,13.36713351,1.348235855,"BEJ 28",0.00441501820911672,"0",0
"BEJ _T_ 6.3",51,"BEJ_T_6.3","BEJ _ 6","BEJ",23.00330928,51.11500505,5.1,3.181827168,6.3,0.62388768,1778.724,351.6006,16.7707789212013,3.31508200887925,20.0858609300805,0,0,1830.773231,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1686.458713,22.7,18.02204867,1251.72379,1090.777941,13.36713351,1.348235855,"BEJ 28",0.00441501820911672,"0",0
"BEJ _T_ 7.1",52,"BEJ_T_7.1","BEJ _ 7","BEJ",17.70610697,67.10281666,5.14,3.1193164517,7.1,0.606870905,1398.99,39.20355,13.4547746757553,0.377039815681103,13.8318144914364,0,0,1153.042939,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1102.041037,32.7,21.5154625,1689.317231,1602.508936,12.391246,1.736343746,"BEJ 32",0,"0",0
"BEJ _T_ 7.2",53,"BEJ_T_7.2","BEJ _ 7","BEJ",16.52680329,67.41232443,4.98,3.0222171069,7.2,0.606870905,1428.5275,79.86345,14.1802602143162,0.79276352930765,14.9730237436239,0,0,1105.504554,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1056.060976,32.7,21.5154625,1689.317231,1602.508936,12.391246,1.736343746,"BEJ 32",0,"0",0
"BEJ _T_ 7.3",54,"BEJ_T_7.3","BEJ _ 7","BEJ",18.84597726,67.53553822,5.03,3.05256065215,7.3,0.606870905,2366.0005,126.476,23.2526141454411,1.24298267335903,24.4955968188001,0,0,1282.385508,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1222.067935,32.7,21.5154625,1689.317231,1602.508936,12.391246,1.736343746,"BEJ 32",0,"0",0
"BEJ _T_ 8.1",55,"BEJ_T_8.1","BEJ _ 8","BEJ",11.32443673,66.34350254,5.06,2.97519975852,8.1,0.587984142,2401.0625,53.9027,24.2107693084218,0.543520143603537,24.7542894520253,0,0,1111.785167,19,NA,0,0.220193827261768,0.0415067992579731,0,0,1065.328027,5.2,8.813273143,1125.896965,1055.314494,14.15825554,0.622482983,"BEJ 32",0,"0",0
"BEJ _T_ 8.2",56,"BEJ_T_8.2","BEJ _ 8","BEJ",12.53890934,66.4512454,4.95,2.9105215029,8.2,0.587984142,2043.4675,353.51935,21.0629005622936,3.64387636010686,24.7067769224005,0,0,992.6677782,19,NA,0,0.220193827261768,0.0415067992579731,0,0,954.3300288,5.2,8.813273143,1125.896965,1055.314494,14.15825554,0.622482983,"BEJ 32",0,"0",0
"BEJ _T_ 8.3",57,"BEJ_T_8.3","BEJ _ 8","BEJ",13.59026653,65.8338312,5.09,2.99283928278,8.3,0.587984142,2099.35,98.86935,21.0437293984923,0.991059064569901,22.0347884630622,0,0,985.7994638,19,NA,0,0.220193827261768,0.0415067992579731,0,0,971.1688222,5.2,8.813273143,1125.896965,1055.314494,14.15825554,0.622482983,"BEJ 32",0,"0",0
"BEJ _T_ 9.1",58,"BEJ_T_9.1","BEJ _ 9","BEJ",28.59742631,64.86646582,4.96,3.07018058416,9.1,0.618988021,2457.1925,222.4874,24.0102407592316,2.17401609352766,26.1842568527593,0,0,920.0046028,19,NA,0,0.220193827261768,0.0415067992579731,0,0,527.7466592,22.3,17.86719543,1021.080914,493.0504246,13.74165096,1.300221893,"BEJ 33",0.036533743332456,"0",0
"BEJ _T_ 9.2",59,"BEJ_T_9.2","BEJ _ 9","BEJ",27.40557618,64.60947259,5.1,3.1568389071,9.2,0.618988021,1467.2845,202.5142,13.9438648266145,1.92452835852214,15.8683931851367,1,0.0472,850.1248657,19,47.2,9.39014164242183,0.220193827261768,0.0415067992579731,2.06765122677497,20.6765122677497,509.2657885,22.3,17.86719543,1021.080914,493.0504246,13.74165096,1.300221893,"BEJ 33",0.036533743332456,"1",3.07622929037118
"BEJ _T_ 9.3",60,"BEJ_T_9.3","BEJ _ 9","BEJ",29.41859485,65.76770633,5,3.094940105,9.3,0.618988021,3299.386,206.69265,31.9817433106674,2.00352164811926,33.9852649587867,0,0,1113.417031,19,NA,0,0.220193827261768,0.0415067992579731,0,0,589.5306565,22.3,17.86719543,1021.080914,493.0504246,13.74165096,1.300221893,"BEJ 33",0.036533743332456,"0",0
"JE _T_ 1.1",61,"JE_T_1.1","JE _ 1","JE",29.19790811,59.6187639,5.07,2.80078686108,1.1,0.552423444,2424.7285,0,25.9719352482075,0,25.9719352482075,0,0,2297.988946,19,NA,0,0.4300514697468,0.0553590374818011,0,0,138.3550813,11,12.67888949,2214.026999,59.35883971,12.96524273,0.977913777,"JE 28",0.0953101798043248,"0",0
"JE _T_ 1.2",62,"JE_T_1.2","JE _ 1","JE",27.57393675,57.9585029,5.02,2.77316568888,1.2,0.552423444,2635.2465,0,28.507995507448,0,28.507995507448,0,0,2075.342146,19,NA,0,0.4300514697468,0.0553590374818011,0,0,102.4230699,11,12.67888949,2214.026999,59.35883971,12.96524273,0.977913777,"JE 28",0.0953101798043248,"0",0
"JE _T_ 1.3",63,"JE_T_1.3","JE _ 1","JE",28.12024714,59.04850161,5.05,2.7897383922,1.3,0.552423444,2530.2975,0,27.2100513841149,0,27.2100513841149,0,0,2109.93093,19,NA,0,0.4300514697468,0.0553590374818011,0,0,130.7067357,11,12.67888949,2214.026999,59.35883971,12.96524273,0.977913777,"JE 28",0.0953101798043248,"0",0
"JE _T_ 10.1",64,"JE_T_10.1","JE _ 10","JE",21.63671388,99.45086138,5.11,2.77781976661,10.1,0.543604651,1588.165,0,17.1519227318859,0,17.1519227318859,0,0,2377.80768,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1147.906238,7.2,10.32139505,2161.873079,822.1991019,11.90055252,0.867303853,"JE 49",0.0139862419747399,"0",0
"JE _T_ 10.2",65,"JE_T_10.2","JE _ 10","JE",20.80285336,101.6184467,5.01,2.72345930151,10.2,0.543604651,1902.71,249.40295,20.959116212367,2.74727384244428,23.7063900548113,2,0.0364,2064.449623,19,18.2,7.24154991068124,0.4300514697468,0.0553590374818011,3.11423918233328,31.1423918233328,906.2437207,7.2,10.32139505,2161.873079,822.1991019,11.90055252,0.867303853,"JE 49",0.0139862419747399,"1",3.4701757764369
